speakerID|speechID|date|num_order_within_file|file|line_start|line_end|page|char count|word count|state|name|chamber|district|party
104128|10419950001379|950119|34|Hcr19ja95-62 1.txt|169|170|H344-H345|60|13|IL|Cardiss Collins|H|7|D
104400|10419950005157|950202|31|Hcr02fe95-56 1.txt|685|727|H1078-H1142|2523|444|UT|Enid Greene Waldholtz|H|2|R
104128|10419950005955|950203|257|Hcr03fe95-77 1.txt|3882|3882|H1168-H1191|39|7|IL|Cardiss Collins|H|7|D
104900|10419950007261|950209|212|Hcr09fe95-60 1.txt|3986|3989|H1472-H1526|65|11|NA|Speaker|NA|NA|N/A
104222|10419950008401|950210|4|Hcr10fe95-60 1.txt|72|153|H1604-H1608|5184|969|MS|Gene Taylor|H|5|D
104275|10419950010486|950216|159|Hcr16fe95-87 1.txt|2512|2513|H1862-H1890|89|16|NY|Benjamin A. Gilman|H|20|R
104121|10419950011475|950222|102|Hcr22fe95-85 1.txt|3603|3630|H2010-H2029|1784|310|ID|Michael D. Crapo|H|2|R
104900|10419950012614|950227|1|Hcr27fe95-62 1.txt|17|18|H2260-H2261|80|15|NA|Speaker|NA|NA|N/A
104374|10419950013345|950228|24|Hcr28fe95-76 1.txt|302|307|H2345-H2373|358|69|TX|Joe Barton|H|6|R
104045|10419950015335|950306|57|Hcr06mr95-63 1.txt|840|841|H2663-H2703|111|20|CA|Carlos J. Moorhead|H|27|R
104110|10419950016968|950308|76|Hcr08mr95-80 1.txt|955|958|H2864-H2872|75|13|GA|John Linder|H|4|R
104325|10419950017464|950309|157|Hcr09mr95-66 1.txt|3426|3867|H2923-H2940|171|30|OR|Elizabeth Furse|H|1|D
104248|10419950018267|950315|1|Hcr15mr95-52 1.txt|18|32|H3161|833|136|NJ|Robert Torricelli|H|9|D
104114|10419950018825|950315|144|Hcr15mr95-76 1.txt|3372|3384|H3227-H3272|807|149|GA|Saxby Chambliss|H|8|R
104133|10419950019108|950315|427|Hcr15mr95-76 1.txt|8987|9020|H3227-H3272|2107|377|IL|Jerry F. Costello|H|12|D
104900|10419950019240|950316|95|Hcr16mr95-67 1.txt|1183|1184|H3281-H3303|57|8|NA|Speaker|NA|NA|N/A
104541|10419950019526|950316|9|Hcr16mr95-83 1.txt|492|541|H3318-H3325|3208|574|CA|Walter Tucker|H|37|D
104900|10419950019875|950321|1|Hcr21mr95-52 1.txt|14|49|H3333-H3334|1509|237|NA|Speaker|NA|NA|N/A
104900|10419950020433|950323|14|Hcr23mr95-107 1.txt|40|41|H3710-H3711|45|9|NA|Speaker|NA|NA|N/A
104007|10419950020634|950323|1|Hcr23mr95-70 1.txt|16|34|H3579|1092|187|AL|Earl F. Hilliard|H|7|D
104320|10419950020965|950323|315|Hcr23mr95-87 1.txt|3567|3572|H3581-H3631|281|55|OK|Thomas A. Coburn|H|2|R
104900|10419950021345|950324|1|Hcr24mr95-115 1.txt|12|14|H3795|107|18|NA|Speaker|NA|NA|N/A
104371|10419950022833|950403|1|Hcr03ap95-54 1.txt|18|31|H4043|811|135|TX|Sam Johnson|H|3|R
104053|10419950023220|950404|14|Hcr04ap95-128 1.txt|42|42|H4142|36|5|CA|Maxine Waters|H|35|D
104900|10419950023274|950404|2|Hcr04ap95-135 1.txt|29|30|H4143|64|11|NA|Speaker|NA|NA|N/A
104410|10419950023878|950405|1|Hcr05ap95-98 1.txt|14|14|H4212-H4213|43|7|VA|James P. Moran|H|8|D
104900|10419950026535|950515|167|Hcr15my95-64 1.txt|3091|3094|H4934-H4956|66|11|NA|Speaker|NA|NA|N/A
104342|10419950028422|950523|16|Hcr23my95-76 1.txt|507|517|H5461-H5468|623|105|PA|Jon Fox|H|13|R
104900|10419950029145|950607|1|Hcr07jn95-31 1.txt|16|19|H5625|108|20|NA|Speaker|NA|NA|N/A
104900|10419950029973|950608|100|Hcr08jn95-137 1.txt|2094|2094|H5710-H5734|18|3|NA|Speaker|NA|NA|N/A
104176|10419950030550|950613|95|Hcr13jn95-88 1.txt|8490|8490|H5833-H5883|51|9|MD|Wayne T. Gilchrest|H|1|R
104388|10419950031033|950614|2|Hcr14jn95-89 1.txt|17|66|H5979|1423|253|TX|Henry B. Gonzalez|H|20|D
104900|10419950035655|950630|41|Hcr30jn95-73 1.txt|704|710|H6661-H6675|218|34|NA|Speaker|NA|NA|N/A
104137|10419950036773|950712|35|Hcr12jy95-100 1.txt|686|698|H6906-H6912|696|139|IL|Donald A. Manzullo|H|16|R
104160|10419950038908|950717|423|Hcr17jy95-42 1.txt|5901|5903|H7030-H7062|182|30|KS|Todd Tiahrt|H|4|R
104184|10419950039392|950718|135|Hcr18jy95-82 1.txt|2772|2772|H7102-H7135|34|6|MA|John W. Olver|H|1|D
104042|10419950040554|950720|5|Hcr20jy95-57 1.txt|350|351|H7265-H7272|55|11|CA|Anthony C. Beilenson|H|24|D
104429|10419950041877|950721|118|Hcr21jy95-69 1.txt|2750|2771|H7412-H7429|1194|225|WI|Gerald D. Kleczka|H|4|D
104071|10419950042074|950724|3|Hcr24jy95-50 1.txt|117|142|H7476-H7481|1608|319|CO|Patricia Schroeder|H|1|D
104900|10419950042329|950724|51|Hcr24jy95-56 1.txt|477|478|H7507-H7539|40|7|NA|Speaker|NA|NA|N/A
104191|10419950043456|950726|271|Hcr26jy95-54 1.txt|5376|5376|H7709-H7751|20|4|MA|Joseph P. Kennedy|H|8|D
104900|10419950049432|950912|1|Hcr12se95-99 1.txt|14|17|H8788-H8800|182|30|NA|Speaker|NA|NA|N/A
104900|10419950051537|950921|7|Hcr21se95-62 1.txt|1728|3469|H9368-H9399|2036|307|NA|Speaker|NA|NA|N/A
104020|10419950052693|950928|148|Hcr28se95-47 1.txt|1402|1426|H9601-H9625|1540|255|CA|Wally Herger|H|2|R
104210|10419950053629|951011|7|Hcr11oc95-116 1.txt|185|192|H9867-H9874|493|93|MN|Gil Gutknecht|H|1|R
104019|10419950053721|951011|14|Hcr11oc95-118 1.txt|208|263|H9886-H9893|3428|616|CA|Frank Riggs|H|1|R
104900|10419950058506|951030|1|Hcr30oc95-71 1.txt|19|20|H11425|109|19|NA|Speaker|NA|NA|N/A
104277|10419950061392|951110|61|Hcr10no95-62 1.txt|222|225|H12119-H12123|207|41|NY|Gerald B.H. Solomon|H|22|R
104083|10419950063611|951116|136|Hcr16no95-72 1.txt|2853|2854|H13064-H13086|59|11|DE|Michael N. Castle|H|99|R
104187|10419950063850|951116|21|Hcr16no95-74 1.txt|340|341|H13095-H13098|42|7|MA|Barney Frank|H|4|D
104187|10419950063874|951116|12|Hcr16no95-75 1.txt|65|66|H13098-H13099|74|12|MA|Barney Frank|H|4|D
104900|10419950066694|951205|26|Hcr05de95-89 1.txt|372|377|H13955-H13957|270|49|NA|Speaker|NA|NA|N/A
104197|10419950066756|951205|23|Hcr05de95-94 1.txt|933|947|H13962-H13971|914|148|MI|Dave Camp|H|4|R
104192|10419950067603|951207|18|Hcr07de95-83 1.txt|380|382|H14182-H14204|196|39|MA|John Joseph Moakley|H|9|D
104900|10419950067627|951207|42|Hcr07de95-83 1.txt|580|1022|H14182-H14204|206|35|NA|Speaker|NA|NA|N/A
104394|10419950072019|951221|25|Hcr21de95-75 1.txt|193|193|H15544-H15546|42|7|TX|Richard K. Armey|H|26|R
104506|10419950072990|950105|13|Scr05ja95-136 1.txt|1217|1422|S439-S456|12600|2047|OH|John Glenn|S|NA|D
104466|10419950073526|950106|1|Scr06ja95-41 1.txt|15|26|S575-S576|649|103|KS|Bob Dole|S|NA|R
104506|10419950073825|950110|76|Scr10ja95-19 1.txt|796|796|S707-S727|44|8|OH|John Glenn|S|NA|D
104900|10419950077995|950125|71|Scr25ja95-137 1.txt|2467|2467|S1498-S1524|37|7|NA|Speaker|NA|NA|N/A
104538|10419950078819|950130|1|Scr30ja95-98 1.txt|16|60|S1729-S1730|2701|478|WY|Craig Thomas|S|NA|R
104518|10419950080444|950209|18|Scr09fe95-114 1.txt|446|447|S2394-S2398|67|11|SC|Ernest Hollings|S|NA|D
104900|10419950080620|950210|2|Scr10fe95-87 1.txt|18|23|S2457-S2483|180|28|NA|Speaker|NA|NA|N/A
104900|10419950080863|950213|1|Scr13fe95-133 1.txt|14|17|S2580|208|30|NA|Speaker|NA|NA|N/A
104485|10419950082012|950216|3|Scr16fe95-138 1.txt|202|203|S2771-S2773|112|21|MS|Trent Lott|S|NA|R
104538|10419950082297|950216|255|Scr16fe95-144 1.txt|2683|2683|S2777-S2804|17|3|WY|Craig Thomas|S|NA|R
104531|10419950086366|950316|199|Scr16mr95-107 1.txt|3144|003174|S4009-S4035|2015|345|WA|Slade Gorton|S|NA|R
104900|10419950086378|950316|211|Scr16mr95-107 1.txt|3279|003280|S4009-S4035|115|18|NA|Speaker|NA|NA|N/A
104440|10419950088147|950324|3|Scr24mr95-129 1.txt|33|000038|S4527|229|44|AZ|John McCain|S|NA|R
104513|10419950091497|950406|220|Scr06ap95-179 1.txt|2557|002557|S5338-S5380|37|6|PA|Arlen Specter|S|NA|R
104455|10419950091816|950407|5|Scr07ap95-174 1.txt|250|000251|S5528-S5530|119|21|GA|Paul Coverdell|S|NA|R
104497|10419950095139|950511|83|Scr11my95-136 1.txt|927|000928|S6477-S6485|87|14|NJ|Frank Lautenberg|S|NA|D
104900|10419950095561|950512|2|Scr12my95-102 1.txt|18|000020|S6589|35|6|NA|Speaker|NA|NA|N/A
104498|10419950096703|950518|9|Scr18my95-112 1.txt|141|000143|S6853-S6886|183|29|NM|Pete Domenici|S|NA|R
104464|10419950096726|950518|32|Scr18my95-112 1.txt|1325|001334|S6853-S6886|623|107|IA|Chuck Grassley|S|NA|R
104505|10419950097246|950519|98|Scr19my95-42 1.txt|4214|004238|S6964-S7008|1556|306|ND|Byron Dorgan|S|NA|D
104900|10419950097411|950522|84|Scr22my95-56 1.txt|3016|003016|S7027-S7071|28|4|NA|Speaker|NA|NA|N/A
104900|10419950100670|950605|144|Scr05jn95-22 1.txt|3922|003922|S7658-S7696|35|6|NA|Speaker|NA|NA|N/A
104514|10419950102523|950609|14|Scr09jn95-67 1.txt|134|000134|S8061-S8077|46|9|PA|Rick Santorum|S|NA|R
104480|10419950104739|950615|4|Scr15jn95-150 1.txt|167|000228|S8460-S8480|3864|616|MI|Carl Levin|S|NA|D
104488|10419950105311|950620|37|Scr20jn95-266 1.txt|352|000353|S8656-S8678|105|18|MT|Max Baucus|S|NA|D
104520|10419950108773|950711|203|Scr11jy95-126 1.txt|2643|002643|S9673-S9693|3|1|SD|Tom Daschle|S|NA|D
104900|10419950110324|950714|5|Scr14jy95-7 1.txt|751|000754|S9946-S9971|164|26|NA|Speaker|NA|NA|N/A
104533|10419950111398|950719|5|Scr19jy95-112 1.txt|261|000261|S10300-S10303|35|7|WV|Robert Byrd|S|NA|D
104900|10419950112299|950721|37|Scr21jy95-109 1.txt|712|000712|S10456-S10468|19|3|NA|Speaker|NA|NA|N/A
104900|10419950112438|950721|6|Scr21jy95-117 1.txt|98|000099|S10472-S10473|87|17|NA|Speaker|NA|NA|N/A
104500|10419950112973|950725|88|Scr25jy95-124 1.txt|2474|002477|S10603-S10648|209|40|NY|Daniel Patrick Moynihan|S|NA|D
104485|10419950113868|950727|8|Scr27jy95-130 1.txt|63|000077|S10796-S10810|634|121|MS|Trent Lott|S|NA|R
104506|10419950115964|950802|31|Scr02au95-118 1.txt|563|000617|S11191-S11199|3613|670|OH|John Glenn|S|NA|D
104900|10419950117512|950804|393|Scr04au95-103 1.txt|4876|004876|S11372-S11437|35|6|NA|Speaker|NA|NA|N/A
104466|10419950118268|950805|57|Scr05au95-125 1.txt|539|000557|S11517-S11521|1178|231|KS|Bob Dole|S|NA|R
104900|10419950118663|950805|157|Scr05au95-130 1.txt|1314|001319|S11557-S11574|64|11|NA|Speaker|NA|NA|N/A
104510|10419950120184|950809|138|Scr09au95-18 1.txt|1420|001426|S12064-S12076|355|60|OR|Mark Hatfield|S|NA|R
104900|10419950130062|950928|64|Scr28se95-170 1.txt|1475|001475|S14438-S14456|38|6|NA|Speaker|NA|NA|N/A
104475|10419950130344|950928|131|Scr28se95-174 1.txt|6974|007088|S14471-S14541|6807|1189|ME|Olympia Snowe|S|NA|R
104491|10419950132532|951013|31|Scr13oc95-61 1.txt|601|000605|S15144-S15152|239|45|NE|Bob Kerrey|S|NA|D
104460|10419950132678|951017|4|Scr17oc95-145 1.txt|180|000180|S15193-S15195|36|7|IL|Paul Simon|S|NA|D
104900|10419950133622|951023|13|Scr23oc95-19 1.txt|590|000590|S15436-S15441|35|6|NA|Speaker|NA|NA|N/A
104900|10419950134124|951024|1|Scr24oc95-190 1.txt|16|000019|S15594|197|33|NA|Speaker|NA|NA|N/A
104496|10419950136942|951027|118|Scr27oc95-9 1.txt|1039|001041|S15999-S16014|150|28|NJ|Bill Bradley|S|NA|D
104494|10419950138304|951107|74|Scr07no95-170 1.txt|3036|003037|S16730-S16752|87|15|NH|Bob Smith|S|NA|R
104900|10419950138364|951108|12|Scr08no95-135 1.txt|2743|002743|S16761-S16801|30|5|NA|Speaker|NA|NA|N/A
104900|10419950139161|951113|11|Scr13no95-170 1.txt|143|000143|S16979-S16980|33|6|NA|Speaker|NA|NA|N/A
104495|10419950140440|951116|57|Scr16no95-109 1.txt|950|000951|S17137-S17147|122|21|NH|Judd Gregg|S|NA|R
104438|10419950140594|951116|75|Scr16no95-111 1.txt|2641|002644|S17148-S17170|197|32|AK|Ted Stevens|S|NA|R
104527|10419950141341|951117|60|Scr17no95pt2-90 1.txt|886|001009|S17315-S17330|7737|1198|VT|Patrick Leahy|S|NA|D
104900|10419950143147|951206|99|Scr06de95-137 1.txt|2302|002302|S18071-S18086|16|3|NA|Speaker|NA|NA|N/A
104514|10419950143488|951207|65|Scr07de95-165 1.txt|1837|001838|S18183-S18228|98|18|PA|Rick Santorum|S|NA|R
104900|10419950144204|951212|2|Scr12de95-105 1.txt|18|000018|S18431|35|6|NA|Speaker|NA|NA|N/A
104486|10419950145013|951214|10|Scr14de95-156 1.txt|451|000469|S18639-S18658|1236|229|MO|Kit Bond|S|NA|R
104107|10419960000833|960104|11|Hcr04ja96-151 1.txt|141|000146|H146-H147|396|80|GA|Jack Kingston|H|1|R
104118|10419960000936|960104|22|Hcr04ja96-186 1.txt|332|000351|H165-H172|1221|234|HI|Neil Abercrombie|H|1|D
104287|10419960001900|960105|1|Hcr05ja96-78 1.txt|16|000018|H240|158|32|NC|Eva M. Clayton|H|1|D
104014|10419960001937|960105|1|Hcr05ja96-88 1.txt|18|000032|H308|898|162|AZ|J.D. Hayworth|H|6|R
104191|10419960002549|960125|30|Hcr25ja96-115 1.txt|589|000679|H861-H867|5850|1088|MA|Joseph P. Kennedy|H|8|D
104144|10419960005204|960305|37|Hcr05mr96-94 1.txt|1326|001347|H1675-H1687|1242|223|IN|Tim Roemer|H|3|D
104900|10419960005243|960306|1|Hcr06mr96-104 1.txt|16|000017|H1753-H1754|103|18|NA|Speaker|NA|NA|N/A
104342|10419960006532|960313|27|Hcr13mr96-116 1.txt|760|000763|H2214-H2220|247|48|PA|Jon Fox|H|13|R
104373|10419960008705|960321|364|Hcr21mr96-66 1.txt|8506|008506|H2589-H2640|38|8|TX|John Bryant|H|5|D
104217|10419960014630|960507|51|Hcr07my96-105 1.txt|546|000547|H4442-H4446|109|19|MN|James L. Oberstar|H|8|L
104386|10419960014982|960507|254|Hcr07my96-114 1.txt|3746|003746|H4467-H4493|37|7|TX|Sheila Jackson-Lee|H|18|D
104397|10419960019840|960530|90|Hcr30my96-99 1.txt|985|001028|H5674-H5724|2798|505|TX|Gene Green|H|29|D
104245|10419960021355|960606|6|Hcr06jn96-121 1.txt|343|000343|H5984-H5990|51|9|NJ|Frank Pallone|H|6|D
104187|10419960026629|960627|33|Hcr27jn96pt2-47 1.txt|1227|001261|H7027-H7040|2113|385|MA|Barney Frank|H|4|D
104201|10419960027683|960710|91|Hcr10jy96-60 1.txt|2348|002382|H7220-H7243|2062|352|MI|Dick Chrysler|H|8|R
104131|10419960028229|960711|279|Hcr11jy96-95 1.txt|5711|005712|H7280-H7327|107|18|IL|John Edward Porter|H|10|R
104100|10419960030700|960718|58|Hcr18jy96-63 1.txt|755|000790|H7796-H7846|2187|410|FL|Carrie P. Meek|H|17|D
104900|10419960031084|960722|33|Hcr22jy96-55 1.txt|425|000432|H8067-H8073|204|32|NA|Speaker|NA|NA|N/A
104400|10419960033683|960726|19|Hcr26jy96-41 1.txt|414|000415|H8562-H8573|84|14|UT|Enid Greene Waldholtz|H|2|R
104338|10419960034457|960730|1|Hcr30jy96-91 1.txt|16|000020|H8693-H8756|300|50|PA|Bud Shuster|H|9|R
104169|10419960036205|960904|3|Hcr04se96-49 1.txt|37|000039|H9936-H9938|57|11|LA|W.J. Billy Tauzin|H|3|R
104163|10419960037226|960911|1|Hcr11se96-91 1.txt|19|000034|H10182|981|171|KY|Mike Ward|H|3|D
104206|10419960038712|960919|64|Hcr19se96-86 1.txt|1831|001859|H10608-H10620|1832|331|MI|Lynn N. Rivers|H|13|D
104900|10419960041557|960927|74|Hcr27se96pt2-66 1.txt|909|000909|H11590-H11596|15|3|NA|Speaker|NA|NA|N/A
104277|10419960042577|961004|4|Hcr04oc96-49 1.txt|51|000053|H12293-H12294|172|26|NY|Gerald B.H. Solomon|H|22|R
104529|10419960042777|960104|3|Scr04ja96-231 1.txt|139|000141|S47-S48|167|27|VA|John Warner|S|NA|R
104438|10419960043022|960105|17|Scr05ja96-158 1.txt|1058|001060|S84-S92|130|25|AK|Ted Stevens|S|NA|R
104441|10419960044196|960131|15|Scr31ja96-142 1.txt|167|000167|S583-S584|22|3|AZ|Jon Kyl|S|NA|R
104462|10419960045109|960207|78|Scr07fe96-9 1.txt|1624|001720|S1001-S1060|2623|396|IN|Richard Lugar|S|NA|R
104900|10419960047207|960311|4|Scr11mr96-48 1.txt|22|000022|S1784|39|8|NA|Speaker|NA|NA|N/A
104510|10419960049670|960319|27|Scr19mr96-121 1.txt|984|000984|S2302-S2309|42|9|OR|Mark Hatfield|S|NA|R
104531|10419960049990|960320|47|Scr20mr96-97 1.txt|2584|002590|S2341-S2386|452|77|WA|Slade Gorton|S|NA|R
104900|10419960050552|960326|6|Scr26mr96-85 1.txt|156|000156|S2855-S2857|6|2|NA|Speaker|NA|NA|N/A
104900|10419960051035|960327|22|Scr27mr96-148 1.txt|121|000124|S3029|35|6|NA|Speaker|NA|NA|N/A
104520|10419960051321|960328|42|Scr28mr96-138 1.txt|1153|001282|S3091-S3100|8053|1504|SD|Tom Daschle|S|NA|D
104521|10419960053272|960419|29|Scr19ap96-96 1.txt|246|000247|S3715-S3717|87|15|TN|Fred Thompson|S|NA|R
104537|10419960054201|960425|38|Scr25ap96-211 1.txt|3003|003191|S4116-S4150|11884|2146|WY|Alan K. Simpson|S|NA|R
104459|10419960054484|960425|4|Scr25ap96-262 1.txt|29|000032|S4262-S4264|226|39|ID|Dirk Kempthorne|S|NA|R
104900|10419960055598|960501|310|Scr01my96-180 1.txt|8039|008039|S4457-S4509|35|6|NA|Speaker|NA|NA|N/A
104900|10419960056106|960503|3|Scr03my96-16 1.txt|461|000461|S4663-S4666|29|5|NA|Speaker|NA|NA|N/A
104502|10419960056512|960507|1|Scr07my96-171 1.txt|16|000030|S4801|862|151|NC|Jesse Helms|S|NA|R
104505|10419960057005|960509|1|Scr09my96-139 1.txt|16|000203|S4887-S4888|9484|1785|ND|Byron Dorgan|S|NA|D
104900|10419960057885|960516|4|Scr16my96-162 1.txt|27|000029|S5111-S5140|126|21|NA|Speaker|NA|NA|N/A
104490|10419960059076|960520|35|Scr20my96-46 1.txt|808|000959|S5305-S5376|9446|1706|NE|Jim Exon|S|NA|D
104900|10419960061979|960610|3|Scr10jn96-131 1.txt|113|000113|S6010-S6011|25|4|NA|Speaker|NA|NA|N/A
104445|10419960062479|960612|5|Scr12jn96-158 1.txt|28|000123|S6136-S6137|6062|1149|CA|Barbara Boxer|S|NA|D
104517|10419960063531|960619|60|Scr19jn96-77 1.txt|728|000729|S6455-S6508|87|15|SC|Strom Thurmond|S|NA|R
104459|10419960064054|960619|31|Scr19jn96-97 1.txt|1543|001574|S6533-S6541|24|4|ID|Dirk Kempthorne|S|NA|R
104490|10419960065758|960626|61|Scr26jn96-82 1.txt|1193|001194|S6949-S6960|92|17|NE|Jim Exon|S|NA|D
104460|10419960069395|960717|95|Scr17jy96-141 1.txt|1426|001427|S7937-S7971|87|15|IL|Paul Simon|S|NA|D
104440|10419960069468|960717|168|Scr17jy96-141 1.txt|2393|002397|S7937-S7971|60|12|AZ|John McCain|S|NA|R
104438|10419960069761|960717|4|Scr17jy96-143 1.txt|29|000030|S7983-S7987|87|14|AK|Ted Stevens|S|NA|R
104452|10419960071009|960718|547|Scr18jy96-121 1.txt|6423|006423|S8105-S8150|46|10|FL|Bob Graham|S|NA|D
104462|10419960071720|960723|27|Scr23jy96-126 1.txt|307|000319|S8493-S8501|833|139|IN|Richard Lugar|S|NA|R
104508|10419960071818|960723|125|Scr23jy96-126 1.txt|1434|001435|S8493-S8501|96|18|OK|Don Nickles|S|NA|R
104471|10419960072447|960724|1|Scr24jy96-128 1.txt|16|000026|S8740|667|109|KY|Mitch McConnell|S|NA|R
104510|10419960075095|960730|13|Scr30jy96-191 1.txt|381|000401|S9162-S9164|27|5|OR|Mark Hatfield|S|NA|R
104513|10419960076815|960802|14|Scr02au96-242 1.txt|181|000192|S9499-S9500|726|140|PA|Arlen Specter|S|NA|R
104516|10419960078763|960905|1|Scr05se96-176 1.txt|16|000112|S9962-S9963|6072|1035|RI|John Chafee|S|NA|R
104480|10419960080074|960911|205|Scr11se96-142 1.txt|5212|005212|S10285-S10321|28|5|MI|Carl Levin|S|NA|D
104440|10419960080646|960912|8|Scr12se96-167 1.txt|301|000311|S10430-S10506|28|5|AZ|John McCain|S|NA|R
104531|10419960080996|960916|59|Scr16se96-61 1.txt|1932|001935|S10584-S10598|256|45|WA|Slade Gorton|S|NA|R
104900|10419960081199|960917|5|Scr17se96-165 1.txt|104|000105|S10661-S10662|47|7|NA|Speaker|NA|NA|N/A
104479|10419960081392|960917|1|Scr17se96-180 1.txt|636|000708|S10684-S10689|3789|630|MA|John Kerry|S|NA|D
104512|10419960083829|960926|1|Scr26se96-271 1.txt|16|000221|S11412-S11414|13558|2373|OR|Ron Wyden|S|NA|D
104900|10419960085066|960930|3|Scr30se96-239 1.txt|253|000253|S11864-S11866|24|4|NA|Speaker|NA|NA|N/A
105007|10519970002564|970311|11|Hcr11mr97-90 1.txt|252|253|H836-H838|90|18|AL|Earl Hilliard|H|7|Democratic
105478|10519970003804|970319|13|Hcr19mr97-57 1.txt|225|277|H1131-H1144|3324|533|TX|Charles Stenholm|H|17|Democratic
105900|10519970003876|970319|85|Hcr19mr97-57 1.txt|2342|2344|H1131-H1144|180|30|NA|Speaker|NA|NA|N/A
105305|10519970004007|970320|1|Hcr20mr97-59 1.txt|18|33|H1190|996|169|NJ|Christopher Smith|H|4|Republican
105900|10519970004206|970320|12|Hcr20mr97-77 1.txt|210|213|H1239-H1241|135|24|NA|Speaker|NA|NA|N/A
105094|10519970004918|970410|1|Hcr10ap97-71 1.txt|19|39|H1394|1231|220|CT|Rosa DeLauro|H|3|Democratic
105307|10519970006665|970423|14|Hcr23ap97-92 1.txt|350|355|H1758-H1773|373|63|NJ|Frank Pallone|H|6|Democratic
105900|10519970007737|970430|20|Hcr30ap97-79 1.txt|404|409|H2012-H2035|279|48|NA|Speaker|NA|NA|N/A
105348|10519970009243|970507|144|Hcr07my97-102 1.txt|2547|2620|H2281-H2313|4455|715|NY|Sherwood Boehlert|H|23|Republican
105069|10519970014939|970610|187|Hcr10jn97-99 1.txt|4683|4709|H3591-H3632|1673|262|CA|Jay Kim|H|41|Republican
105900|10519970018895|970626|2|Hcr26jn97-44 1.txt|22|24|H4818|89|15|NA|Speaker|NA|NA|N/A
105116|10519970019821|970709|122|Hcr09jy97-75 1.txt|1749|1758|H4985-H5002|600|105|FL|Porter Goss|H|14|Republican
105084|10519970020621|970710|471|Hcr10jy97-82 1.txt|8510|8541|H5049-H5128|2031|354|CO|Diana DeGette|H|1|Democratic
105422|10519970024370|970724|106|Hcr24jy97-78 1.txt|2245|2246|H5750-H5775|93|15|PA|Joe McDade|H|10|Republican
105521|10519970025496|970729|315|Hcr29jy97-65 1.txt|7024|7024|H5932-H5983|39|6|WA|Norman Dicks|H|6|Democratic
105900|10519970026470|970730|121|Hcr30jy97-57 1.txt|3367|3367|H6380-H6402|45|8|NA|Speaker|NA|NA|N/A
105468|10519970026812|970731|223|Hcr31jy97-61 1.txt|4205|4206|H6623-H6662|76|13|TX|Bill Archer|H|7|Republican
105345|10519970026835|970731|246|Hcr31jy97-61 1.txt|5276|5298|H6623-H6662|1445|237|NY|Benjamin Gilman|H|20|Republican
105054|10519970028357|970905|26|Hcr05se97-75 1.txt|523|554|H6949-H6954|1832|302|CA|Howard Berman|H|26|Democratic
105306|10519970030207|970916|17|Hcr16se97-103 1.txt|432|489|H7324-H7350|3644|625|NJ|Margaret Roukema|H|5|Republican
105431|10519970030272|970916|82|Hcr16se97-103 1.txt|2249|2251|H7324-H7350|150|24|PA|William Goodling|H|19|Republican
105510|10519970031548|970918|173|Hcr18se97-98 1.txt|5990|5992|H7544-H7573|95|17|VA|James Moran|H|8|Democratic
105900|10519970033079|970926|5|Hcr26se97-36 1.txt|27|29|H7915|133|22|NA|Speaker|NA|NA|N/A
105176|10519970033179|970926|65|Hcr26se97-43 1.txt|798|799|H8003-H8022|77|13|IN|Dan Burton|H|6|Republican
105900|10519970034599|971001|1|Hcr01oc97-12 1.txt|16|18|H8267|172|29|NA|Speaker|NA|NA|N/A
105900|10519970035137|971006|2|Hcr06oc97-54 1.txt|27|31|H8398-H8413|270|45|NA|Speaker|NA|NA|N/A
105089|10519970035532|971007|44|Hcr07oc97-115 1.txt|614|646|H8512-H8537|2026|324|CO|Daniel Schaefer|H|6|Republican
105900|10519970035864|971007|50|Hcr07oc97-123 1.txt|1222|1227|H8543-H8556|129|23|NA|Speaker|NA|NA|N/A
105128|10519970037456|971021|10|Hcr21oc97-174 1.txt|162|174|H8904-H8909|800|143|GA|Jack Kingston|H|1|Republican
105458|10519970040674|971105|54|Hcr05no97-42 1.txt|4781|4813|H10001-H10040|2083|366|TN|John Tanner|H|8|Democratic
105353|10519970041121|971106|1|Hcr06no97-29 1.txt|16|19|H10110|205|38|NY|Louise Slaughter|H|28|Democratic
105273|10519970043987|970109|1|Scr09ja97-139 1.txt|12|25|S115|842|143|MS|Trent Lott|S|NA|Republican
105900|10519970045480|970205|2|Scr05fe97-158 1.txt|120|121|S1045-S1046|71|14|NA|Speaker|NA|NA|N/A
105499|10519970045776|970207|1|Scr07fe97-7 1.txt|16|33|S1119|822|145|UT|Orrin Hatch|S|NA|Republican
105900|10519970049070|970311|33|Scr11mr97-141 1.txt|1044|1044|S2096-S2108|35|6|NA|Speaker|NA|NA|N/A
105203|10519970049583|970312|3|Scr12mr97-155 1.txt|20|20|S2220|48|9|KY|Mitch McConnell|S|NA|Republican
105255|10519970050198|970319|16|Scr19mr97-111 1.txt|324|324|S2491-S2499|24|4|MI|Carl Levin|S|NA|Democratic
105900|10519970052929|970416|2|Scr16ap97-141 1.txt|78|79|S3266-S3268|36|6|NA|Speaker|NA|NA|N/A
105530|10519970053355|970422|5|Scr22ap97-23 1.txt|187|188|S3410-S3412|73|13|WV|Robert Byrd|S|NA|Democratic
105900|10519970053906|970424|217|Scr24ap97-152 1.txt|7195|7301|S3570-S3658|146|25|NA|Speaker|NA|NA|N/A
105237|10519970054086|970424|1|Scr24ap97-158 1.txt|16|36|S3659|1286|214|MA|Edward Kennedy|S|NA|Democratic
